route_id,stop_sequence,station_id,station_name,stop_lat,stop_lon,transfer_station_ids,transfer_station_names,transfer_routes
5,22,640,Brooklyn Bridge-City Hall,40.713065,-74.004131,"['640', 'M21']","['Brooklyn Bridge-City Hall', 'Chambers St']","['4', '5', '6', 'J', 'Z']"
5,23,418,Fulton St,40.710368,-74.009509,"['229', '418', 'A38', 'M22']","['Fulton St', 'Fulton St', 'Fulton St', 'Fulton St']","['2', '3', '4', '5', 'A', 'C', 'J', 'Z']"
5,24,419,Wall St,40.707557,-74.011862,['419'],['Wall St'],"['4', '5']"
5,25,420,Bowling Green,40.704817,-74.014065,['420'],['Bowling Green'],"['4', '5']"
5,26,423,Borough Hall,40.692404,-73.990151,"['232', '423', 'R28']","['Borough Hall', 'Borough Hall', 'Court St']","['2', '3', '4', '5', 'N', 'R', 'W']"
5,27,234,Nevins St,40.688246,-73.980492,['234'],['Nevins St'],"['2', '3', '4', '5']"
5,28,235,Atlantic Av-Barclays Ctr,40.684359,-73.977666,"['235', 'D24', 'R31']","['Atlantic Av-Barclays Ctr', 'Atlantic Av-Barclays Ctr', 'Atlantic Av-Barclays Ctr']","['2', '3', '4', '5', 'B', 'D', 'N', 'Q', 'R', 'W']"
5,29,239,Franklin Av-Medgar Evers College,40.670682,-73.958131,"['239', 'S04']","['Franklin Av-Medgar Evers College', 'Botanic Garden']","['2', '3', '4', '5', 'SF']"
5,30,241,President St-Medgar Evers College,40.667883,-73.950683,['241'],['President St-Medgar Evers College'],"['2', '5']"
5,31,242,Sterling St,40.662742,-73.95085,['242'],['Sterling St'],"['2', '5']"
5,32,243,Winthrop St,40.656652,-73.9502,['243'],['Winthrop St'],"['2', '5']"
5,33,244,Church Av,40.650843,-73.949575,['244'],['Church Av'],"['2', '5']"
5,34,245,Beverly Rd,40.645098,-73.948959,['245'],['Beverly Rd'],"['2', '5']"
5,35,246,Newkirk Av-Little Haiti,40.639967,-73.948411,['246'],['Newkirk Av-Little Haiti'],"['2', '5']"
5,36,247,Flatbush Av-Brooklyn College,40.632836,-73.947642,['247'],['Flatbush Av-Brooklyn College'],"['2', '5']"
5,1,257,New Lots Av,40.666235,-73.884079,['257'],['New Lots Av'],"['2', '3', '4', '5']"
